Product Name,HSN Code,Old ERP Code / Existing Series,Item Categories (SKU),Product Description,Brand,"Country of Origin

","Model/Part Number

","Unit Price

",Currency,"Category


",Sub-Category,"Item Type

",Unit of Measure,Stock Quantity,MoQ,Reorder Level,Lead Time (Days)
MAXTREAT-7770,9954,3069,Heavy Duty Valves,Maxtreat-7770 used in industrial plant operations. Category: Rawmat.,TISCO,India,RM-BNBW,88885.53,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Meter,79,50,50,25
CONICAL FLASK 500ML,9954,3070,CNC Machined Parts,Conical Flask 500Ml used in industrial plant operations. Category: General.,Generic,India,GEN-0BS0,36450.64,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,469,10,94,14
MAXTREAT-620,9954,3071,Raw Material - Steel,Maxtreat-620 used in industrial plant operations. Category: Rawmat.,IMFA,India,RM-Y5S1,255638.08,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Meter,242,10,48,23
MAXQUAT-50,9954,3072,Laptops & Computting,Maxquat-50 used in industrial plant operations. Category: General.,Local,India,GEN-VA74,886.91,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,135,50,50,16
TRANSFORMER OIL,9954,3073,Store & Consumables,Transformer Oil used in industrial plant operations. Category: Electrical.,ABB,India,ELE-3YN4,121473.98,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,462,5,92,20
HYDRAULIC OIL-68,9954,3074,Raw Material,Hydraulic Oil-68 used in industrial plant operations. Category: General.,Generic,India,GEN-KRLS,29392.66,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,277,2,55,19
GEAR OIL-220,9954,3075,Heavy Duty Valves,Gear Oil-220 used in industrial plant operations. Category: Mechanical.,Kennametal,India,MCH-2Z14,53134.25,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,141,25,28,28
MP GREASE,9954,3076,CNC Machined Parts,Mp Grease used in industrial plant operations. Category: General.,Standard,India,GEN-B163,907.46,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,315,50,63,22
DIESEL,9954,3077,Raw Material - Steel,Diesel used in industrial plant operations. Category: General.,OEM,India,GEN-EQ5L,6552.44,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,123,25,25,14
ELECTRODE CARBON PASTE,9954,3078,Laptops & Computting,Electrode Carbon Paste used in industrial plant operations. Category: Rawmat.,Vedanta,India,RM-DD0V,467607.38,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Meter,348,1,70,26
TAMPING PASTE,9954,3079,Store & Consumables,Tamping Paste used in industrial plant operations. Category: General.,Local,India,GEN-VMJA,3847.06,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,240,10,48,21
SODIUM SILICATE,9954,3080,Raw Material,Sodium Silicate used in industrial plant operations. Category: General.,OEM,India,GEN-EGWU,45787.93,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,163,2,33,23
BENTONITE POWDER,9954,3081,Heavy Duty Valves,Bentonite Powder used in industrial plant operations. Category: General.,OEM,India,GEN-M01Z,3397.86,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,406,25,81,18
CASTABLE POWDER 70 G,9954,3082,CNC Machined Parts,Castable Powder 70 G used in industrial plant operations. Category: General.,OEM,India,GEN-6ERX,32516.79,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,178,50,50,18
LIME POWDER,9954,3083,Raw Material - Steel,Lime Powder used in industrial plant operations. Category: General.,Local,India,GEN-CTPC,36618.11,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,380,5,76,19
LANCING TUBE,9954,3084,Laptops & Computting,Lancing Tube used in industrial plant operations. Category: General.,Local,India,GEN-PR9W,48628.83,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,210,1,42,22
TMT ROD -25 MM,9954,3085,Store & Consumables,Tmt Rod -25 Mm used in industrial plant operations. Category: General.,Local,India,GEN-TZXV,39879.63,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,462,50,92,18
REJECTED JUTE,9954,3086,Raw Material,Rejected Jute used in industrial plant operations. Category: General.,OEM,India,GEN-955R,10226.26,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,35,25,25,10
SAND,9954,3087,Heavy Duty Valves,Sand used in industrial plant operations. Category: General.,OEM,India,GEN-QPED,16268.05,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,385,10,77,20
SAFETY BELT,9954,3088,CNC Machined Parts,Safety Belt used in industrial plant operations. Category: Safety.,Prima,India,SAF-PKS7,2849.01,INR (₹),Construction Material,Building Hardware,Stock Item,Set,177,5,35,21
LEATHER HAND GLOVES,9954,3089,Raw Material - Steel,Leather Hand Gloves used in industrial plant operations. Category: Safety.,Allen Cooper,India,SAF-M9FR,932.6,INR (₹),Construction Material,Building Hardware,Stock Item,Set,36,10,10,15
HAND GLOVES COTTON,9954,3090,Laptops & Computting,Hand Gloves Cotton used in industrial plant operations. Category: Safety.,Allen Cooper,India,SAF-M2QU,528.46,INR (₹),Construction Material,Building Hardware,Stock Item,Set,192,1,38,13
ASBESTOS HAND GLOVES,9954,3091,Store & Consumables,Asbestos Hand Gloves used in industrial plant operations. Category: Safety.,Allen Cooper,India,SAF-MMF6,2605.49,INR (₹),Construction Material,Building Hardware,Stock Item,Set,45,25,25,16
RUBBER HAND GLOVES,9954,3092,Raw Material,Rubber Hand Gloves used in industrial plant operations. Category: Construction.,Bhushan,India,CON-SLE4,40742.44,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Nos,218,25,44,16
STAFF SAFETY SHOE,9954,3093,Heavy Duty Valves,Staff Safety Shoe used in industrial plant operations. Category: Safety.,Mallcom,India,SAF-THLR,269.41,INR (₹),Construction Material,Building Hardware,Stock Item,Set,241,1,48,10
WORKER'S SAFETY SHOE,9954,3094,CNC Machined Parts,Worker'S Safety Shoe used in industrial plant operations. Category: Service.,Vendor,India,SVC-G5L7,8117.2,INR (₹),Construction Material,Bitumen & Ashphalt,Service,Nos,0,1,1,9
SAFETY GOGGLES WHITE,9954,3095,Raw Material - Steel,Safety Goggles White used in industrial plant operations. Category: Safety.,Allen Cooper,India,SAF-CBZ0,1690.59,INR (₹),Construction Material,Building Hardware,Stock Item,Set,25,25,25,19
SAFETY GOGGLES BLACK,9954,3096,Laptops & Computting,Safety Goggles Black used in industrial plant operations. Category: Safety.,Karam,India,SAF-1HYA,2344.95,INR (₹),Construction Material,Building Hardware,Stock Item,Set,431,25,86,14
SAFETY JACKET,9954,3097,Store & Consumables,Safety Jacket used in industrial plant operations. Category: Safety.,Prima,India,SAF-S43V,1537.89,INR (₹),Construction Material,Building Hardware,Stock Item,Set,182,2,36,15
SAFETY APRON,9954,3098,Raw Material,Safety Apron used in industrial plant operations. Category: Safety.,Karam,India,SAF-DNWT,1001.65,INR (₹),Construction Material,Building Hardware,Stock Item,Set,247,2,49,12
STEAM COAL,9954,3099,Heavy Duty Valves,Steam Coal used in industrial plant operations. Category: General.,Standard,India,GEN-1S99,905.2,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,265,50,53,20
JHAMA COAL,9954,3100,CNC Machined Parts,Jhama Coal used in industrial plant operations. Category: General.,OEM,India,GEN-VZ6V,31471.28,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,33,2,7,20
ANTHRACITE COAL,9954,3101,Raw Material - Steel,Anthracite Coal used in industrial plant operations. Category: General.,Standard,India,GEN-A0JF,43621.26,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,420,2,84,11
CHARCOAL,9954,3102,Laptops & Computting,Charcoal used in industrial plant operations. Category: General.,Local,India,GEN-6W1M,14162.26,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,249,2,50,23
MIDDLINGS COAL,9954,3103,Store & Consumables,Middlings Coal used in industrial plant operations. Category: General.,Local,India,GEN-FHVQ,23099.85,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,282,10,56,17
PEARL COKE CARBON 65%,9954,3104,Raw Material,Pearl Coke Carbon 65% used in industrial plant operations. Category: Rawmat.,TISCO,India,RM-W8DL,259175.23,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Meter,387,5,77,35
ASSAM LAM COKE 80%,9954,3105,Heavy Duty Valves,Assam Lam Coke 80% used in industrial plant operations. Category: Rawmat.,RINL,India,RM-TFAT,363334.85,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Meter,412,50,82,29
IMPORTED NUT COKE,9954,3106,CNC Machined Parts,Imported Nut Coke used in industrial plant operations. Category: Rawmat.,Vedanta,India,RM-Z3KV,83790.89,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Meter,96,10,19,21
BREEZE COKE 0-6mm,9954,3107,Raw Material - Steel,Breeze Coke 0-6Mm used in industrial plant operations. Category: Rawmat.,RINL,India,RM-X0NX,143575.69,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Meter,225,10,45,25
MET COKE 80%,9954,3108,Laptops & Computting,Met Coke 80% used in industrial plant operations. Category: Rawmat.,Jindal,India,RM-H4RZ,195054.8,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Meter,441,25,88,24
PEARL COKE CARBON 60%,9954,3109,Store & Consumables,Pearl Coke Carbon 60% used in industrial plant operations. Category: Rawmat.,RINL,India,RM-87CD,406922,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Meter,249,25,50,29
Quartzite,9954,3110,Raw Material,Quartzite used in industrial plant operations. Category: General.,OEM,India,GEN-LENN,17126.31,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,222,25,44,18
GRAVEL,9954,3111,Heavy Duty Valves,Gravel used in industrial plant operations. Category: General.,Generic,India,GEN-77JR,7391.7,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,252,1,50,17
DOLOMITE,9954,3112,CNC Machined Parts,Dolomite used in industrial plant operations. Category: General.,Generic,India,GEN-96HZ,28745.8,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,372,10,74,15
LIME STONE,9954,3113,Raw Material - Steel,Lime Stone used in industrial plant operations. Category: General.,Local,India,GEN-50XR,33620.72,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,153,10,31,17
FELDSPAR,9954,3114,Laptops & Computting,Feldspar used in industrial plant operations. Category: General.,Local,India,GEN-ZC2Q,15835.22,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,313,25,63,11
MANGANESE ORE 20%-25%,9954,3115,Store & Consumables,Manganese Ore 20%-25% used in industrial plant operations. Category: Rawmat.,Jindal,India,RM-UZ41,234070.61,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Meter,190,25,38,22
SOUTH AFRICA HIGH IRON MANGANESE ORE 28%-30%,9954,3116,Raw Material,South Africa High Iron Manganese Ore 28%-30% used in industrial plant operations. Category: Rawmat.,TISCO,India,RM-SBVN,493845.28,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Meter,95,10,19,34
SOUTH AFRICA HIGH IRON MANGANESE ORE 30%-32%,9954,3117,Heavy Duty Valves,South Africa High Iron Manganese Ore 30%-32% used in industrial plant operations. Category: Rawmat.,Jindal,India,RM-HJTP,264936.19,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Meter,18,50,50,28
SEMI CARBONATED MANGANESE ORE 36%-38%,9954,3118,CNC Machined Parts,Semi Carbonated Manganese Ore 36%-38% used in industrial plant operations. Category: Rawmat.,Vedanta,India,RM-CJPD,61685.57,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Meter,333,5,67,32
ERAMET MANGANESE ORE 44%-46%,9954,3119,Raw Material - Steel,Eramet Manganese Ore 44%-46% used in industrial plant operations. Category: Rawmat.,IMFA,India,RM-U3D7,325285.14,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Meter,443,50,89,33
MANGANESE ORE 46%-48%,9954,3120,Laptops & Computting,Manganese Ore 46%-48% used in industrial plant operations. Category: Rawmat.,IMFA,India,RM-TE3Y,246784.89,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Meter,208,50,50,33
MANGANESE ORE 48%-50%,9954,3121,Store & Consumables,Manganese Ore 48%-50% used in industrial plant operations. Category: Rawmat.,Jindal,India,RM-BERE,243118.58,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Meter,311,25,62,23
GABON HIGH IRON MANGANESE ORE 34%-36%,9954,3122,Raw Material,Gabon High Iron Manganese Ore 34%-36% used in industrial plant operations. Category: Rawmat.,Vedanta,India,RM-U6H6,258133.54,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Meter,348,5,70,30
MANGANESE ORE FINES 31%-40%,9954,3123,Heavy Duty Valves,Manganese Ore Fines 31%-40% used in industrial plant operations. Category: Rawmat.,Vedanta,India,RM-7JLQ,167312.3,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Meter,451,25,90,33
HIGH MNO SLAG,9954,3124,CNC Machined Parts,High Mno Slag used in industrial plant operations. Category: General.,OEM,India,GEN-9GNR,40058.23,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,130,50,50,11
PLAIN JUMBO BAG - 1 TON CAPACITY,9954,3125,Raw Material - Steel,Plain Jumbo Bag - 1 Ton Capacity used in industrial plant operations. Category: General.,OEM,India,GEN-4Y5D,16597.63,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,31,50,50,23
PRINTED JUMBO BAG - 1 TON CAPACITY,9954,3126,Laptops & Computting,Printed Jumbo Bag - 1 Ton Capacity used in industrial plant operations. Category: General.,Local,India,GEN-Q6NX,26334.92,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,318,50,64,24
GUNNY BAG- 50KG CAPACITY,9954,3127,Store & Consumables,Gunny Bag- 50Kg Capacity used in industrial plant operations. Category: General.,OEM,India,GEN-T0KB,18508.7,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,285,2,57,11
PLASTIC BAG- 50KG CAPACITY,9954,3128,Raw Material,Plastic Bag- 50Kg Capacity used in industrial plant operations. Category: General.,Generic,India,GEN-LLSB,46003.36,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,395,2,79,24
PVC BAG SEAL,9954,3129,Heavy Duty Valves,Pvc Bag Seal used in industrial plant operations. Category: Mechanical.,FAG,India,MCH-924G,40227.99,INR (₹),Construction Material,Bricks & Blocks,Stock Item,Nos,68,5,14,24
JUTE TWINE,9954,3130,CNC Machined Parts,Jute Twine used in industrial plant operations. Category: General.,Standard,India,GEN-32W1,29222.41,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,459,10,92,19
ZIPLOCK POUCH,9954,3131,Raw Material - Steel,Ziplock Pouch used in industrial plant operations. Category: General.,Standard,India,GEN-U5EX,15267.15,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,146,5,29,16
BAG STITCHING NEEDLE,9954,3132,Laptops & Computting,Bag Stitching Needle used in industrial plant operations. Category: General.,Local,India,GEN-J9VK,45765.98,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,429,10,86,21
BIRLA UNIQUE CEMENT,9954,3133,Store & Consumables,Birla Unique Cement used in industrial plant operations. Category: General.,Standard,India,GEN-83CH,6908.69,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,255,2,51,22
BIRLA SAMRAT CEMENT,9954,3134,Raw Material,Birla Samrat Cement used in industrial plant operations. Category: General.,Standard,India,GEN-THEV,25011.33,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,371,2,74,19
BINDING WIRE,9954,3135,Heavy Duty Valves,Binding Wire used in industrial plant operations. Category: Electrical.,Finolex,India,ELE-YYHT,144267.44,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,373,1,75,16
PLASTIC FOR CONCRETE,9954,3136,CNC Machined Parts,Plastic For Concrete used in industrial plant operations. Category: Construction.,Bhushan,India,CON-4MNZ,61207.81,INR (₹),Construction Material,Bricks & Blocks,Stock Item,Nos,430,2,86,13
MS NAIL 1,9954,3137,Raw Material - Steel,Ms Nail 1 used in industrial plant operations. Category: General.,OEM,India,GEN-LN9N,27589.51,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,388,5,78,18
MS NAIL 1.5,9954,3138,Laptops & Computting,Ms Nail 1.5 used in industrial plant operations. Category: General.,OEM,India,GEN-V3AR,10523.74,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,416,10,83,23
MS NAIL 2,9954,3139,Store & Consumables,Ms Nail 2 used in industrial plant operations. Category: General.,Standard,India,GEN-0P0M,31683.04,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,288,5,58,20
MS NAIL 2.5,9954,3140,Raw Material,Ms Nail 2.5 used in industrial plant operations. Category: General.,Generic,India,GEN-7S17,30566.02,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,42,10,10,10
TMT 6MM,9954,3141,Heavy Duty Valves,Tmt 6Mm used in industrial plant operations. Category: General.,Local,India,GEN-AFFT,4883.36,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,292,1,58,20
TMT 8MM,9954,3142,CNC Machined Parts,Tmt 8Mm used in industrial plant operations. Category: General.,Local,India,GEN-6D2L,13818.18,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,207,50,50,24
TMT 10MM,9954,3143,Raw Material - Steel,Tmt 10Mm used in industrial plant operations. Category: General.,Generic,India,GEN-ZJVZ,40580.89,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,23,50,50,12
TMT 12MM,9954,3144,Laptops & Computting,Tmt 12Mm used in industrial plant operations. Category: General.,OEM,India,GEN-UKXJ,10223.86,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,425,2,85,16
TMT 16MM,9954,3145,Store & Consumables,Tmt 16Mm used in industrial plant operations. Category: General.,Local,India,GEN-81VX,19346.65,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,69,25,25,24
TMT 20MM,9954,3146,Raw Material,Tmt 20Mm used in industrial plant operations. Category: General.,OEM,India,GEN-QRE1,49499.39,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,232,1,46,10
TMT 25MM,9954,3147,Heavy Duty Valves,Tmt 25Mm used in industrial plant operations. Category: General.,OEM,India,GEN-917K,40603.12,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,78,2,16,12
TMT 28MM,9954,3148,CNC Machined Parts,Tmt 28Mm used in industrial plant operations. Category: General.,OEM,India,GEN-KWB6,10596.09,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,226,25,45,13
